Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1708991401441,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,64150200,546817026,467818815,2870654,8463335424,7247757312,3327606784,0
200,1708991401441,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,64150277,546818344,467819867,2870654,8463335424,7247757312,3327344640,0
200,1708991401642,2592,2592,2592,2592,2592,2592,2592,2592,20.48339080810547,7.600303649902344,78.66385650634766,6.130531311035156,12.171127319335938,6.091453552246094,8.776229858398438,10.816596984863281,64152516,546867687,467864706,2870684,8463335424,7247757312,3321249792,0
193,1708991401849,2592,2592,2592,2592,2592,2592,2592,2592,11.186027526855469,6.048408508300781,63.44012451171875,0.9952774047851563,9.545074462890625,0,5.25421142578125,2.1131362915039063,64154884,546908021,467900172,2870684,8463335424,7247757312,3344867328,0
200,1708991402043,2592,2592,2592,2592,2592,2592,2592,2592,3.6215744018554688,2.861328125,8.801010131835938,2.8353805541992188,3.0090560913085938,3.1813812255859375,3.0167388916015625,3.8155975341796875,64156557,546912555,467902527,2870724,8463335424,7247757312,3344478208,0
200,1708991402243,2592,2592,2592,2592,2592,2592,2592,2592,1.5760574340820313,3.7790145874023438,2.6100540161132813,0.7156600952148438,0.7486343383789063,0.8250808715820313,0.9568557739257813,0.7166061401367188,64158248,546914397,467903215,2870724,8463335424,7247757312,3346325504,0
200,1708991402444,2592,2592,2592,2592,2592,2592,2592,2592,16.675308227539063,3.9583206176757813,35.6231689453125,16.564849853515625,16.69750213623047,4.7373046875,12.934120178222656,4.000816345214844,64160754,546947664,467933341,2870724,8463335424,7247757312,3354775552,0
200,1708991402644,2592,2592,2592,2592,2592,2592,2592,2592,75.74849700927734,65.10853576660156,81.92814636230469,70.1827163696289,77.3764877319336,78.37519836425781,72.36559295654297,69.86465454101563,64165833,547043288,468023492,2870867,8463335424,7247757312,3428425728,0
199,1708991402845,2592,2592,2592,2592,2592,2592,2592,2592,76.48251342773438,79.15795135498047,90.18264770507813,84.00765228271484,79.08927154541016,75.82958221435547,79.70298767089844,80.05860137939453,64171905,547145224,468117492,2872729,8463335424,7247757312,3521617920,0
200,1708991403045,2592,2592,2592,2592,2592,2592,2592,2592,75.22368621826172,26.25188446044922,41.19026565551758,46.26148986816406,39.71530532836914,14.010292053222656,32.79979705810547,19.899513244628906,64175987,547218273,468183866,2874627,8463335424,7247757312,3546148864,0
200,1708991403245,2592,2592,2592,2592,2592,2592,2592,2592,74.69015502929688,3.8617935180664063,13.294326782226563,4.610389709472656,7.596588134765625,31.106903076171875,8.02069091796875,7.6353912353515625,64178168,547269336,468230211,2874795,8463335424,7247757312,3556929536,0
200,1708991403446,2592,2592,2592,2592,2592,2592,2592,2592,36.194664001464844,15.795028686523438,32.32232666015625,20.37652587890625,36.31464385986328,36.945255279541016,20.630020141601563,30.465301513671875,64181597,547325798,468281315,2875486,8463335424,7247757312,3557683200,0
199,1708991403647,2592,2592,2592,2592,2592,2592,2592,2592,18.29143524169922,5.543632507324219,22.318992614746094,16.06683349609375,74.79176330566406,8.418548583984375,15.00677490234375,31.772605895996094,64184910,547385618,468335336,2876289,8463335424,7247757312,3571298304,0
200,1708991403847,2592,2592,2592,2592,2592,2592,2592,2592,37.966026306152344,37.62595748901367,50.87672805786133,43.895286560058594,60.89864730834961,30.83843231201172,37.166969299316406,45.847354888916016,64189306,547463784,468407385,2877254,8463335424,7247757312,3620159488,0
200,1708991404047,2592,2592,2592,2592,2592,2592,2592,2592,24.65886688232422,13.512725830078125,65.62904357910156,24.918243408203125,39.93647003173828,18.22736358642578,24.862274169921875,19.323348999023438,64192818,547531536,468469725,2877798,8463335424,7247757312,3634872320,0
200,1708991404248,2592,2592,2592,2592,2592,2592,2592,2592,40.10284423828125,23.892471313476563,37.75160217285156,29.318496704101563,64.41696166992188,24.64154052734375,31.87799835205078,24.707595825195313,64196272,547602577,468535821,2877815,8463335424,7247757312,3654299648,0
200,1708991404449,2592,2592,2592,2592,2592,2592,2592,2592,5.94415283203125,3.471710205078125,85.13481140136719,3.1539764404296875,17.42919158935547,3.0453033447265625,12.010574340820313,4.109748840332031,64199017,547657436,468585871,2877934,8463335424,7247757312,3758313472,0
200,1708991404650,2592,2592,2592,2592,2592,2592,2592,2592,4.944602966308594,1.4386062622070313,100,0.7875518798828125,6.4519805908203125,0.849395751953125,4.248138427734375,2.063018798828125,64201550,547711677,468635684,2878085,8463335424,7247757312,3805876224,0
200,1708991404850,2592,2592,2592,2592,2592,2592,2592,2592,6.62005615234375,0.3993988037109375,99.96681213378906,0.234466552734375,6.3548583984375,0.8124542236328125,3.207000732421875,1.9219894409179688,64204175,547768066,468687038,2878232,8463335424,7247757312,3826122752,0
200,1708991405051,2592,2592,2592,2592,2592,2592,2592,2592,5.859748840332031,1.0618515014648438,68.02632141113281,32.44573974609375,6.391777038574219,3.7630462646484375,4.882667541503906,1.4463424682617188,64206454,547825976,468740510,2878378,8463335424,7247757312,3855040512,0
200,1708991405252,2592,2592,2592,2592,2592,2592,2592,2592,39.82533264160156,24.041046142578125,48.04567337036133,58.92366409301758,26.715042114257813,25.370620727539063,23.745437622070313,60.553382873535156,64210828,547898732,468807966,2878529,8463335424,7247757312,3836051456,0
200,1708991405453,2592,2592,2592,2592,2592,2592,2592,2592,7.135101318359375,0.6248245239257813,2.567230224609375,0.81396484375,4.518135070800781,0.798248291015625,0.6324844360351563,100,64213568,547954079,468858323,2878674,8463335424,7247757312,3897237504,0
200,1708991405653,2592,2592,2592,2592,2592,2592,2592,2592,7.038536071777344,1.2438583374023438,59.347557067871094,1.0669097900390625,4.9439544677734375,42.74342346191406,3.8423538208007813,3.0921554565429688,64215957,548008673,468908503,2878815,8463335424,7247757312,3967983616,0
200,1708991405854,2592,2592,2592,2592,2592,2592,2592,2592,8.547859191894531,2.1765823364257813,30.8603515625,1.4627685546875,7.83917236328125,1.6361083984375,75.98486328125,2.8604812622070313,64218466,548063238,468957936,2879072,8463335424,7247757312,4021964800,0
200,1708991406055,2592,2592,2592,2592,2592,2592,2592,2592,24.142845153808594,3.726715087890625,25.87226104736328,18.48497772216797,14.178924560546875,2.5337066650390625,86.07559967041016,5.6926422119140625,64221156,548124689,469014501,2879203,8463335424,7247757312,4089999360,0
200,1708991406255,2592,2592,2592,2592,2592,2592,2592,2592,9.979072570800781,3.2183990478515625,45.639469146728516,1.4235992431640625,6.2655181884765625,4.072265625,69.03462982177734,2.8079071044921875,64223658,548180193,469065379,2879364,8463335424,7247757312,4145020928,0
200,1708991406456,2592,2592,2592,2592,2592,2592,2592,2592,6.333526611328125,1.2823715209960938,100,0.6424789428710938,7.365234375,2.2041854858398438,3.4248046875,1.8317718505859375,64226565,548231768,469112176,2879498,8463335424,7247757312,4269686784,0
200,1708991406657,2592,2592,2592,2592,2592,2592,2592,2592,4.607391357421875,1.0165481567382813,100,0.624603271484375,7.1860198974609375,0.761444091796875,5.0274810791015625,1.942474365234375,64229530,548284256,469159811,2879665,8463335424,7247757312,4412289024,0
200,1708991406857,2592,2592,2592,2592,2592,2592,2592,2592,61.8561897277832,1.1235122680664063,42.77628707885742,1.1600494384765625,5.2230987548828125,1.3164138793945313,5.459861755371094,3.931304931640625,64232620,548337091,469207606,2879797,8463335424,7247757312,4514906112,0
200,1708991407058,2592,2592,2592,2592,2592,2592,2592,2592,42.47564697265625,17.57825469970703,46.039695739746094,1.1092300415039063,7.2947845458984375,1.0599594116210938,3.9036407470703125,2.9555130004882813,64235571,548392489,469258462,2879948,8463335424,7247757312,4514926592,0
