Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1708998899765,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,137190130,1070337691,917838834,5238242,8463335424,7247757312,3487698944,0
200,1708998899765,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,137190214,1070338987,917840097,5238242,8463335424,7247757312,3487965184,0
198,1708998899967,2592,2592,2592,2592,2592,2592,2592,2592,11.724761962890625,7.7704010009765625,68.07070922851563,6.587821960449219,13.517776489257813,6.9634552001953125,22.744552612304688,5.413116455078125,137192469,1070387036,917883592,5238260,8463335424,7247757312,3485159424,0
193,1708998900173,2592,2592,2592,2592,2592,2592,2592,2592,11.32891845703125,7.374320983886719,42.26475524902344,7.5537109375,13.7647705078125,0,30.76519775390625,2.0697860717773438,137194976,1070427638,917920042,5238260,8463335424,7247757312,3502313472,0
200,1708998900366,2592,2592,2592,2592,2592,2592,2592,2592,3.0102691650390625,2.7549362182617188,4.9617919921875,2.70465087890625,2.7602767944335938,3.4535903930664063,13.822731018066406,3.3294143676757813,137196694,1070433692,917924523,5238271,8463335424,7247757312,3505922048,0
200,1708998900567,2592,2592,2592,2592,2592,2592,2592,2592,2.3513717651367188,0.1771240234375,2.698486328125,0.15073394775390625,0.60137939453125,1.4044265747070313,0.46950531005859375,1.177459716796875,137198409,1070435410,917924916,5238309,8463335424,7247757312,3506044928,0
200,1708998900767,2592,2592,2592,2592,2592,2592,2592,2592,11.781524658203125,5.2746734619140625,44.79993438720703,6.348320007324219,20.549148559570313,6.230316162109375,17.305465698242188,2.37762451171875,137200752,1070463673,917950025,5238309,8463335424,7247757312,3511160832,0
200,1708998900968,2592,2592,2592,2592,2592,2592,2592,2592,71.1707992553711,62.769893646240234,80.96170806884766,70.55126953125,79.06378936767578,65.03933715820313,71.2808609008789,63.12785339355469,137205778,1070559313,918040484,5238459,8463335424,7247757312,3586068480,0
200,1708998901168,2592,2592,2592,2592,2592,2592,2592,2592,88.7947998046875,75.64570617675781,91.1280746459961,75.45590209960938,83.96453094482422,81.8341293334961,85.0367431640625,79.94986724853516,137211882,1070659803,918133244,5240239,8463335424,7247757312,3678035968,0
200,1708998901368,2592,2592,2592,2592,2592,2592,2592,2592,33.854164123535156,23.411537170410156,75.56631469726563,25.44170379638672,41.101722717285156,28.08648681640625,36.19306182861328,67.14741516113281,137216037,1070733263,918199847,5242111,8463335424,7247757312,3703111680,0
