Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1708690799743,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,19910714,224118419,197247765,1018530,8463335424,6710886400,3903062016,0
199,1708690799744,2592,2592,2592,2592,2592,2592,2592,2592,94.24298858642578,79.1456298828125,84.7401123046875,80.9993667602539,81.50359344482422,99.7094955444336,78.91271209716797,96.30532836914063,19910781,224119642,197249038,1018530,8463335424,6710886400,3902803968,0
192,1708690799951,2592,2592,2592,2592,2592,2592,2592,2592,8.027236938476563,11.784141540527344,61.23408889770508,5.017707824707031,7.1053009033203125,0,0.666412353515625,0,19912994,224167423,197292315,1018567,8463335424,6710886400,3919314944,0
199,1708690800144,2592,2592,2592,2592,2592,2592,2592,2592,17.232505798339844,16.16583251953125,46.92060089111328,6.256675720214844,16.560394287109375,9.249435424804688,10.530654907226563,5.2480621337890625,19915153,224203240,197324267,1018567,8463335424,6710886400,3917058048,0
200,1708690800344,2592,2592,2592,2592,2592,2592,2592,2592,2.66107177734375,1.0042572021484375,4.7489471435546875,1.6678009033203125,18.605560302734375,1.4263229370117188,2.0030670166015625,1.1126632690429688,19916710,224212022,197331495,1018567,8463335424,6710886400,3917496320,0
200,1708690800544,2592,2592,2592,2592,2592,2592,2592,2592,0,0,2.2541122436523438,0,0,0,0,0.0686798095703125,19918271,224213666,197331866,1018584,8463335424,6710886400,3917471744,0
200,1708690800745,2592,2592,2592,2592,2592,2592,2592,2592,10.791915893554688,3.7554168701171875,39.7220344543457,6.867706298828125,20.69933319091797,4.900932312011719,13.965553283691406,8.722946166992188,19920396,224241807,197357016,1018584,8463335424,6710886400,3938078720,0
199,1708690800946,2592,2592,2592,2592,2592,2592,2592,2592,70.89968872070313,63.24274444580078,87.19667053222656,75.76274108886719,76.51841735839844,67.97554779052734,71.5411376953125,64.46737670898438,19925727,224343289,197452842,1018818,8463335424,6710886400,4012961792,0
200,1708690801145,2592,2592,2592,2592,2592,2592,2592,2592,87.65543365478516,72.28865051269531,87.15814971923828,76.56787109375,88.15080261230469,71.10253143310547,82.82954406738281,83.17060852050781,19931527,224437362,197539484,1020697,8463335424,6710886400,4112719872,0
200,1708690801346,2592,2592,2592,2592,2592,2592,2592,2592,36.42060852050781,22.887733459472656,28.388427734375,66.74405670166016,57.57616424560547,17.628372192382813,35.803062438964844,18.97858428955078,19935231,224483407,197579037,1022002,8463335424,6710886400,4125843456,0
200,1708690801546,2592,2592,2592,2592,2592,2592,2592,2592,3.48089599609375,3.1930770874023438,7.238990783691406,2.3771514892578125,99.74805450439453,4.30120849609375,4.3587493896484375,3.4894790649414063,19937178,224533195,197624157,1022144,8463335424,6710886400,4126003200,0
200,1708690801746,2592,2592,2592,2592,2592,2592,2592,2592,41.37099075317383,38.6469841003418,28.330520629882813,46.57413101196289,57.533817291259766,25.554733276367188,34.81324005126953,48.75843048095703,19940426,224609850,197695571,1022585,8463335424,6710886400,4154720256,0
200,1708690801947,2592,2592,2592,2592,2592,2592,2592,2592,34.14483642578125,3.6258468627929688,12.740951538085938,12.747650146484375,13.035118103027344,10.293960571289063,4.560829162597656,64.97152709960938,19943512,224665310,197745855,1023050,8463335424,6710886400,4156313600,0
200,1708690802148,2592,2592,2592,2592,2592,2592,2592,2592,47.8087272644043,18.32610321044922,39.73416519165039,25.181251525878906,52.41477966308594,23.02971649169922,65.40007019042969,27.165550231933594,19947338,224739117,197813794,1023718,8463335424,6710886400,4211920896,0
200,1708690802349,2592,2592,2592,2592,2592,2592,2592,2592,45.024192810058594,18.71375274658203,34.671470642089844,31.30188751220703,31.373504638671875,15.371292114257813,54.495323181152344,27.53229522705078,19950661,224808503,197878477,1023974,8463335424,6710886400,4228034560,0
200,1708690802549,2592,2592,2592,2592,2592,2592,2592,2592,15.148460388183594,7.6764373779296875,8.979576110839844,11.807685852050781,19.927261352539063,6.911811828613281,69.36607360839844,20.077552795410156,19953235,224868760,197933931,1023974,8463335424,6710886400,4250628096,0
200,1708690802750,2592,2592,2592,2592,2592,2592,2592,2592,22.90894317626953,35.40668487548828,56.11620330810547,20.705078125,23.006874084472656,19.752960205078125,50.605491638183594,22.342674255371094,19956173,224937495,197997813,1023974,8463335424,6710886400,4260392960,0
200,1708690802951,2592,2592,2592,2592,2592,2592,2592,2592,34.33787536621094,7.641731262207031,10.226829528808594,11.367034912109375,17.979690551757813,8.046234130859375,63.479087829589844,6.966972351074219,19958750,224996972,198052907,1023974,8463335424,6710886400,4284067840,0
200,1708690803152,2592,2592,2592,2592,2592,2592,2592,2592,7.849769592285156,1.9213409423828125,3.2492218017578125,1.8442001342773438,1.9971466064453125,1.4204025268554688,95.27836608886719,1.377899169921875,19961112,225052722,198104096,1023974,8463335424,6710886400,4335108096,0
200,1708690803353,2592,2592,2592,2592,2592,2592,2592,2592,4.4318084716796875,0.6788406372070313,3.5732650756835938,0.3331756591796875,1.4245681762695313,0.02996063232421875,99.48648071289063,0.27346038818359375,19963444,225106671,198153653,1023974,8463335424,6710886400,4396580864,0
200,1708690803554,2592,2592,2592,2592,2592,2592,2592,2592,2.4853744506835938,0.95294189453125,3.16748046875,0.6864395141601563,1.8036651611328125,0.6552352905273438,100,0.22330474853515625,19965336,225161733,198204135,1023974,8463335424,6710886400,4432224256,0
200,1708690803754,2592,2592,2592,2592,2592,2592,2592,2592,2.1401596069335938,0.6403884887695313,2.8904953002929688,0.48256683349609375,1.51116943359375,0.165283203125,100,0.03986358642578125,19967207,225216483,198254453,1023974,8463335424,6710886400,4485693440,0
200,1708690803955,2592,2592,2592,2592,2592,2592,2592,2592,4.222740173339844,1.8514022827148438,2.2222442626953125,1.452850341796875,1.3506317138671875,1.1253509521484375,99.94969177246094,0.10405731201171875,19969538,225270112,198303634,1023974,8463335424,6710886400,4555902976,0
200,1708690804156,2592,2592,2592,2592,2592,2592,2592,2592,8.3497314453125,1.0135116577148438,2.5090713500976563,1.2006149291992188,1.5339279174804688,0.433929443359375,96.683837890625,0.407806396484375,19972100,225322715,198351476,1023974,8463335424,6710886400,4655259648,0
200,1708690804357,2592,2592,2592,2592,2592,2592,2592,2592,2.061065673828125,0.697540283203125,2.352020263671875,0.501068115234375,1.0278701782226563,0.157501220703125,100,0.0526123046875,19974768,225376972,198401131,1023974,8463335424,6710886400,4653412352,0
209,1708690804558,2592,2592,2592,2592,2592,2592,2592,2592,2.2580642700195313,0.6538772583007813,2.5353851318359375,0.488739013671875,1.49578857421875,0.132537841796875,100,0.03692626953125,19977523,225430754,198450272,1023974,8463335424,6710886400,4713754624,0
