Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1708691141924,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,23381572,267406352,235935572,1133200,8463335424,6710886400,3835953152,0
199,1708691141925,2592,2592,2592,2592,2592,2592,2592,2592,99.63526916503906,82.703369140625,99.9571304321289,82.94140625,84.35042572021484,84.03880310058594,84.9359130859375,84.48223876953125,23381638,267407452,235936540,1133200,8463335424,6710886400,3835392000,0
192,1708691142132,2592,2592,2592,2592,2592,2592,2592,2592,0,0,76.93960571289063,0,13.303863525390625,0,0,0,23383741,267457812,235982457,1133216,8463335424,6710886400,3854819328,0
200,1708691142325,2592,2592,2592,2592,2592,2592,2592,2592,13.872596740722656,9.357009887695313,36.322532653808594,13.627555847167969,16.192108154296875,12.114570617675781,12.18023681640625,6.215980529785156,23385748,267487655,236008970,1133216,8463335424,6710886400,3861204992,0
200,1708691142525,2592,2592,2592,2592,2592,2592,2592,2592,28.469146728515625,0.0837860107421875,2.5763015747070313,0.3863983154296875,1.4122543334960938,1.1151351928710938,0.2156829833984375,0.9914779663085938,23387333,267495087,236014598,1133216,8463335424,6710886400,3862007808,0
200,1708691142726,2592,2592,2592,2592,2592,2592,2592,2592,0,0,2.0434494018554688,0,0,0,0,0.09552764892578125,23388910,267496785,236014962,1133238,8463335424,6710886400,3861979136,0
200,1708691142926,2592,2592,2592,2592,2592,2592,2592,2592,19.433494567871094,3.79754638671875,44.104469299316406,9.286811828613281,26.287673950195313,1.7239837646484375,13.721534729003906,6.1841888427734375,23391205,267530678,236045680,1133238,8463335424,6710886400,3877470208,0
199,1708691143127,2592,2592,2592,2592,2592,2592,2592,2592,80.47428131103516,70.39920043945313,86.10713195800781,81.2236328125,86.08403778076172,76.4579086303711,80.73278045654297,74.35352325439453,23397266,267646548,236154942,1133596,8463335424,6710886400,3952209920,0
199,1708691143327,2592,2592,2592,2592,2592,2592,2592,2592,75.01178741455078,60.6732177734375,80.7342758178711,70.4606704711914,73.69259643554688,57.45917510986328,65.46150207519531,66.20021057128906,23402253,267724115,236225647,1135476,8463335424,6710886400,4047433728,0
199,1708691143527,2592,2592,2592,2592,2592,2592,2592,2592,35.96709442138672,16.753684997558594,53.95963668823242,29.00823974609375,37.162818908691406,16.28406524658203,30.23371124267578,52.2760009765625,23405636,267757573,236253232,1136585,8463335424,6710886400,4056391680,0
200,1708691143727,2592,2592,2592,2592,2592,2592,2592,2592,4.279853820800781,4.041160583496094,10.1572265625,99.22147369384766,7.2158660888671875,1.9941787719726563,6.997108459472656,5.026908874511719,23407597,267807201,236298169,1136758,8463335424,6710886400,4063010816,0
200,1708691143928,2592,2592,2592,2592,2592,2592,2592,2592,54.61589431762695,15.164276123046875,36.15009307861328,54.866859436035156,67.32291412353516,18.19371795654297,35.98625183105469,37.6592903137207,23410710,267884067,236370148,1137094,8463335424,6710886400,4087463936,0
200,1708691144128,2592,2592,2592,2592,2592,2592,2592,2592,52.99722671508789,3.2804183959960938,19.178207397460938,15.099800109863281,20.636962890625,4.6175994873046875,9.627311706542969,40.16915512084961,23413751,267941427,236421955,1137570,8463335424,6710886400,4089667584,0
200,1708691144329,2592,2592,2592,2592,2592,2592,2592,2592,66.19705963134766,18.993499755859375,52.371673583984375,39.381736755371094,34.7738037109375,27.405067443847656,36.24259567260742,32.176734924316406,23417677,268015815,236490713,1138111,8463335424,6710886400,4143845376,0
199,1708691144530,2592,2592,2592,2592,2592,2592,2592,2592,62.46684265136719,16.167884826660156,41.23707580566406,40.142330169677734,27.82958221435547,18.020492553710938,18.21733856201172,24.254180908203125,23420976,268085564,236555467,1138450,8463335424,6710886400,4156829696,0
200,1708691144730,2592,2592,2592,2592,2592,2592,2592,2592,99.9405288696289,7.0828704833984375,9.214653015136719,11.622955322265625,9.311904907226563,6.9962615966796875,8.197166442871094,7.0776214599609375,23423564,268146178,236611275,1138450,8463335424,6710886400,4191662080,0
200,1708691144931,2592,2592,2592,2592,2592,2592,2592,2592,90.17193603515625,19.353370666503906,30.87786102294922,22.57904052734375,21.579147338867188,21.476028442382813,22.84698486328125,22.3048095703125,23426472,268215782,236676364,1138450,8463335424,6710886400,4200824832,0
