Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1708991577943,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,65866824,559368114,478623489,2927464,8463335424,7247757312,3311718400,0
200,1708991577943,2592,2592,2592,2592,2592,2592,2592,2592,100,100,100,100,100,100,100,100,65866900,559369314,478624773,2927464,8463335424,7247757312,3311714304,0
200,1708991578143,2592,2592,2592,2592,2592,2592,2592,2592,10.506240844726563,8.451667785644531,75.31084442138672,7.3947906494140625,14.023284912109375,7.8113861083984375,25.30052947998047,10.940933227539063,65869221,559419280,478669998,2927492,8463335424,7247757312,3331371008,0
192,1708991578351,2592,2592,2592,2592,2592,2592,2592,2592,6.662742614746094,7.6090087890625,40.23078536987305,14.637451171875,10.328903198242188,6.355003356933594,10.556686401367188,0,65871752,559456778,478703179,2927492,8463335424,7247757312,3342147584,0
200,1708991578545,2592,2592,2592,2592,2592,2592,2592,2592,4.114044189453125,2.9774551391601563,5.207176208496094,15.462295532226563,3.54345703125,3.1170196533203125,3.071258544921875,3.9685897827148438,65873483,559463294,478708043,2927511,8463335424,7247757312,3343376384,0
200,1708991578745,2592,2592,2592,2592,2592,2592,2592,2592,1.0217132568359375,0.2784423828125,2.159576416015625,0.2627716064453125,0.12477874755859375,0.2895660400390625,0.48798370361328125,0.2039031982421875,65875158,559464607,478708282,2927511,8463335424,7247757312,3343355904,0
200,1708991578945,2592,2592,2592,2592,2592,2592,2592,2592,19.507858276367188,2.6121444702148438,44.06433868408203,7.926780700683594,17.660690307617188,0.38397979736328125,12.290756225585938,12.600692749023438,65877674,559498246,478738455,2927511,8463335424,7247757312,3366944768,0
199,1708991579146,2592,2592,2592,2592,2592,2592,2592,2592,73.94445037841797,64.60453796386719,86.50779724121094,77.5780029296875,77.48120880126953,69.4604263305664,73.1215591430664,78.22679901123047,65882772,559593617,478828591,2927663,8463335424,7247757312,3426656256,0
200,1708991579346,2592,2592,2592,2592,2592,2592,2592,2592,77.07551574707031,68.50762939453125,84.71786499023438,77.53549194335938,79.97557067871094,77.49822235107422,79.56636047363281,77.21687316894531,65888928,559694435,478921378,2929598,8463335424,7247757312,3516620800,0
200,1708991579547,2592,2592,2592,2592,2592,2592,2592,2592,35.20735168457031,20.078933715820313,47.912776947021484,52.592918395996094,45.89322280883789,31.297935485839844,58.00981140136719,33.432373046875,65892790,559764140,478984468,2931125,8463335424,7247757312,3545149440,0
199,1708991579747,2592,2592,2592,2592,2592,2592,2592,2592,13.772964477539063,25.267440795898438,69.85140991210938,3.66693115234375,8.76141357421875,2.1866226196289063,15.01898193359375,3.7838516235351563,65894939,559813768,479029427,2931309,8463335424,7247757312,3551465472,0
200,1708991579947,2592,2592,2592,2592,2592,2592,2592,2592,40.08776092529297,25.98505401611328,46.52315139770508,26.887100219726563,27.60260772705078,30.43842315673828,48.86561965942383,47.3093376159668,65898602,559881716,479091881,2932087,8463335424,7247757312,3566833664,0
204,1708991580147,2592,2592,2592,2592,2592,2592,2592,2592,25.447341918945313,13.847763061523438,23.503005981445313,30.90972137451172,38.8343505859375,46.861995697021484,20.44298553466797,22.60772705078125,65902224,559944165,479148323,2932917,8463335424,7247757312,3579740160,0
200,1708991580352,2592,2592,2592,2592,2592,2592,2592,2592,44.60476303100586,30.502159118652344,43.28462600708008,44.239994049072266,43.722679138183594,55.745147705078125,57.821346282958984,32.036956787109375,65906677,560021964,479219968,2933933,8463335424,7247757312,3624939520,0
200,1708991580553,2592,2592,2592,2592,2592,2592,2592,2592,24.54869842529297,14.956947326660156,19.834877014160156,26.65599822998047,21.066696166992188,62.231536865234375,41.2261848449707,17.986244201660156,65910061,560088298,479281124,2934313,8463335424,7247757312,3640049664,0
200,1708991580753,2592,2592,2592,2592,2592,2592,2592,2592,27.505386352539063,22.834938049316406,24.21307373046875,30.257492065429688,21.1004638671875,86.17823028564453,38.710479736328125,24.753921508789063,65913395,560159489,479347717,2934325,8463335424,7247757312,3654557696,0
200,1708991580954,2592,2592,2592,2592,2592,2592,2592,2592,10.207412719726563,1.1861648559570313,3.035491943359375,1.2877426147460938,1.996307373046875,97.22171020507813,3.3769760131835938,2.9546890258789063,65916068,560212994,479396077,2934475,8463335424,7247757312,3776081920,0
199,1708991581155,2592,2592,2592,2592,2592,2592,2592,2592,7.51312255859375,1.00848388671875,3.8645553588867188,1.0803070068359375,2.142364501953125,75.42909240722656,19.50726318359375,9.382148742675781,65918618,560266822,479445131,2934636,8463335424,7247757312,3807911936,0
200,1708991581355,2592,2592,2592,2592,2592,2592,2592,2592,8.252670288085938,2.7812423706054688,97.4872055053711,0.3018035888671875,5.037635803222656,7.039588928222656,2.9039382934570313,1.8209457397460938,65921285,560323273,479496949,2934751,8463335424,7247757312,3830538240,0
200,1708991581556,2592,2592,2592,2592,2592,2592,2592,2592,7.1000213623046875,1.0361404418945313,100,1.1240081787109375,4.155204772949219,0.8972015380859375,2.7538604736328125,1.4424285888671875,65923612,560380264,479549380,2934859,8463335424,7247757312,3865849856,0
200,1708991581756,2592,2592,2592,2592,2592,2592,2592,2592,32.928466796875,28.585586547851563,73.07596588134766,30.250045776367188,21.985557556152344,53.992698669433594,18.210487365722656,30.98706817626953,65927870,560452689,479616336,2935010,8463335424,7247757312,3861934080,0
200,1708991581957,2592,2592,2592,2592,2592,2592,2592,2592,5.592041015625,1.4965896606445313,26.63739776611328,0.7193832397460938,74.62769317626953,3.0917892456054688,4.333869934082031,0.985137939453125,65930538,560505525,479664433,2935125,8463335424,7247757312,3908280320,0
200,1708991582158,2592,2592,2592,2592,2592,2592,2592,2592,8.404144287109375,1.2150802612304688,4.4613037109375,1.0732955932617188,75.43080139160156,25.475982666015625,4.689826965332031,2.7903671264648438,65932896,560558999,479713460,2935281,8463335424,7247757312,3979395072,0
200,1708991582359,2592,2592,2592,2592,2592,2592,2592,2592,14.280075073242188,5.515495300292969,16.351913452148438,8.540580749511719,37.98466110229492,59.97148513793945,7.419609069824219,6.391258239746094,65935646,560614848,479764273,2935589,8463335424,7247757312,4029554688,0
